location,month,year,tmax,tmin,frost days,rain mm,sun hours,tmax-n,tmin-n,frost-n,rain-n,sun-n
1,9,2012,20,10.3,0,41.2,178.9,0.698181818,0.699530516,0,0.234383954,0.550068587
1,10,2012,14.2,8,0,88.4,85.6,0.487272727,0.591549296,0,0.50487106,0.230109739
1,11,2012,11,4.6,1,71.8,75.4,0.370909091,0.431924883,0.035714286,0.40974212,0.195130316
1,12,2012,9,2.6,10,95.8,58,0.298181818,0.338028169,0.357142857,0.547277937,0.135459534
1,1,2013,6.5,2,13,50.1,34.5,0.207272727,0.309859155,0.464285714,0.285386819,0.054869684
1,2,2013,6.7,1.2,4,32.8,64.9,0.214545455,0.272300469,0.142857143,0.186246418,0.159122085
1,3,2013,6.9,1.2,11,52.8,62.3,0.221818182,0.272300469,0.392857143,0.300859599,0.150205761
1,4,2013,13.5,4.7,3,34,162.8,0.461818182,0.436619718,0.107142857,0.193123209,0.494855967
1,5,2013,16.4,7.7,0,41.8,163.3,0.567272727,0.577464789,0,0.23782235,0.496570645
1,6,2013,20.3,11.2,0,11.6,157.5,0.709090909,0.741784038,0,0.064756447,0.476680384
1,7,2013,27,15.2,0,25.2,268.2,0.952727273,0.929577465,0,0.14269341,0.856310014
1,8,2013,24.3,14.3,0,32.6,198.7,0.854545455,0.887323944,0,0.185100287,0.617969822
1,9,2013,19.7,11.1,0,49.6,118.9,0.687272727,0.737089202,0,0.28252149,0.34430727
1,10,2013,17,10.6,0,81.4,89.6,0.589090909,0.713615023,0,0.464756447,0.24382716
1,11,2013,10.4,4.7,1,50,80.4,0.349090909,0.436619718,0.035714286,0.284813754,0.212277092
1,12,2013,10.2,3.5,3,98.2,51.3,0.341818182,0.38028169,0.107142857,0.561031519,0.112482853
1,1,2014,10,3.8,1,162.4,68.3,0.334545455,0.394366197,0.035714286,0.928939828,0.170781893
1,2,2014,10.6,4.4,0,89.8,91.7,0.356363636,0.422535211,0,0.512893983,0.251028807
1,3,2014,14.1,4.4,1,27.8,161.4,0.483636364,0.422535211,0.035714286,0.157593123,0.49005487
1,4,2014,16.1,7.5,0,58,156.9,0.556363636,0.568075117,0,0.330659026,0.474622771
1,5,2014,18,9.8,0,84.6,178.8,0.625454545,0.676056338,0,0.483094556,0.549725652
1,6,2014,22.1,12.5,0,40.8,220.2,0.774545455,0.802816901,0,0.232091691,0.69170096
1,7,2014,25.8,15,0,50,246.4,0.909090909,0.920187793,0,0.284813754,0.781550069
1,8,2014,21.7,12.7,0,97.6,183.6,0.76,0.812206573,0,0.557593123,0.566186557
1,9,2014,21.5,12.8,0,10.8,134.6,0.752727273,0.816901408,0,0.06017192,0.398148148
1,10,2014,17.6,11,0,76,103.8,0.610909091,0.732394366,0,0.433810888,0.292524005
1,11,2014,12.5,6.9,1,128.4,51.1,0.425454545,0.539906103,0.035714286,0.734097421,0.111796982
1,12,2014,9.2,3,7,37.8,71.6,0.305454545,0.356807512,0.25,0.214899713,0.182098765
1,1,2015,8.8,1.6,10,63.4,62,0.290909091,0.291079812,0.357142857,0.361604585,0.149176955
1,2,2015,8,1.8,8,38.6,63.9,0.261818182,0.300469484,0.285714286,0.219484241,0.15569273
1,3,2015,11.6,4.1,1,24,140.7,0.392727273,0.408450704,0.035714286,0.135816619,0.419067215
1,4,2015,16.3,6,0,16.2,212.1,0.563636364,0.497652582,0,0.091117479,0.663923182
1,5,2015,17.6,8.8,0,41.6,189,0.610909091,0.629107981,0,0.236676218,0.584705075
1,6,2015,22.2,11.4,0,12.2,197,0.778181818,0.751173709,0,0.068194842,0.612139918
1,7,2015,23.7,13.8,0,71.8,189.7,0.832727273,0.863849765,0,0.40974212,0.587105624
1,8,2015,22.2,14.1,0,116.8,134.1,0.778181818,0.877934272,0,0.667621777,0.396433471
1,9,2015,18.6,10.2,0,50,162.3,0.647272727,0.694835681,0,0.284813754,0.493141289
1,10,2015,15.8,9.3,0,39.8,94.2,0.545454545,0.65258216,0,0.226361032,0.259602195
1,11,2015,13.4,8,2,48.2,27.7,0.458181818,0.591549296,0.071428571,0.274498567,0.031550069
1,12,2015,13.7,8.9,0,39.4,35,0.469090909,0.633802817,0,0.224068768,0.056584362
1,1,2016,9.5,3,5,74.8,54.8,0.316363636,0.356807512,0.178571429,0.426934097,0.124485597
1,2,2016,9.4,2.9,5,43.8,86.8,0.312727273,0.352112676,0.178571429,0.249283668,0.234224966
1,3,2016,10.7,3.2,3,72.8,123.3,0.36,0.366197183,0.107142857,0.415472779,0.359396433
1,4,2016,13.5,4.9,0,47.2,170,0.461818182,0.44600939,0,0.268767908,0.519547325
1,5,2016,19,9.7,0,60.4,192.7,0.661818182,0.671361502,0,0.344412607,0.59739369
1,6,2016,20.7,12.7,0,93.4,101.7,0.723636364,0.812206573,0,0.533524355,0.285322359
1,7,2016,24,14.5,0,16,182.8,0.843636364,0.896713615,0,0.089971347,0.563443073
1,8,2016,24.7,14.6,0,21.6,201.4,0.869090909,0.901408451,0,0.122063037,0.627229081
1,9,2016,22.4,13.7,0,42.2,122.1,0.785454545,0.85915493,0,0.240114613,0.355281207
1,10,2016,15.9,8.7,0,21.6,105.6,0.549090909,0.624413146,0,0.122063037,0.298696845
1,11,2016,10.5,3.8,3,86.4,77.4,0.352727273,0.394366197,0.107142857,0.493409742,0.201989026
1,12,2016,10.2,3.4,7,10.4,55.1,0.341818182,0.375586854,0.25,0.057879656,0.125514403
1,1,2017,7.6,0.7,15,60.2,64.5,0.247272727,0.248826291,0.535714286,0.343266476,0.157750343
1,2,2017,10,4.4,1,38.2,47.8,0.334545455,0.422535211,0.035714286,0.217191977,0.10048011
1,3,2017,14.1,6.6,0,25.8,116.3,0.483636364,0.525821596,0,0.146131805,0.335390947
1,4,2017,15.8,5.9,0,4.6,186.2,0.545454545,0.492957746,0,0.024641834,0.575102881
1,5,2017,19.8,10.4,0,64.8,164.8,0.690909091,0.704225352,0,0.369627507,0.501714678
1,6,2017,24,13.9,0,46.4,204.3,0.843636364,0.868544601,0,0.264183381,0.637174211
1,7,2017,23.8,14.9,0,90,178,0.836363636,0.915492958,0,0.514040115,0.546982167
1,8,2017,22,13.5,0,58.6,174.9,0.770909091,0.849765258,0,0.334097421,0.536351166
1,9,2017,19.2,11,0,59,120.1,0.669090909,0.732394366,0,0.336389685,0.348422497
1,10,2017,17.1,10.3,0,9.2,84.6,0.592727273,0.699530516,0,0.051002865,0.226680384
1,11,2017,11.1,4.5,2,34.2,66.7,0.374545455,0.427230047,0.071428571,0.194269341,0.165294925
1,12,2017,8.7,2.9,7,81.2,43.8,0.287272727,0.352112676,0.25,0.463610315,0.086762689
1,1,2018,9.7,3.8,1,58,46.5,0.323636364,0.394366197,0.035714286,0.330659026,0.096021948
1,2,2018,6.7,0.6,12,29,92,0.214545455,0.244131455,0.428571429,0.164469914,0.252057613
1,3,2018,9.8,3,6,81.2,70.3,0.327272727,0.356807512,0.214285714,0.463610315,0.177640604
1,4,2018,15.5,7.9,0,65.2,113.4,0.534545455,0.58685446,0,0.371919771,0.325445816
1,5,2018,20.8,9.8,0,58.4,248.3,0.727272727,0.676056338,0,0.332951289,0.788065844
1,6,2018,24.2,13.1,0,0.4,234.5,0.850909091,0.830985915,0,0.000573066,0.740740741
1,7,2018,28.3,16.4,0,14.8,272.5,1,0.985915493,0,0.083094556,0.871056241
1,8,2018,24.5,14.5,0,48.2,182.1,0.861818182,0.896713615,0,0.274498567,0.561042524
1,9,2018,20.9,11,0,29.4,195,0.730909091,0.732394366,0,0.166762178,0.605281207
1,10,2018,16.5,8.5,1,61,137,0.570909091,0.615023474,0.035714286,0.347851003,0.406378601
1,11,2018,12.2,5.8,1,73.8,72.9,0.414545455,0.488262911,0.035714286,0.421203438,0.186556927
1,12,2018,10.7,5.2,2,60.6,40.3,0.36,0.460093897,0.071428571,0.345558739,0.074759945
1,1,2019,7.6,2,9,33.2,56.4,0.247272727,0.309859155,0.321428571,0.188538682,0.129972565
1,2,2019,12.4,3.3,3,34.2,120.2,0.421818182,0.370892019,0.107142857,0.194269341,0.348765432
1,3,2019,13.1,5.8,0,49.6,119,0.447272727,0.488262911,0,0.28252149,0.344650206
1,4,2019,15.8,5.7,1,12.8,170.1,0.545454545,0.483568075,0.035714286,0.071633238,0.519890261
